Feb2013:40:23,wlan0,,193.137.137.204,224.0.0.1,UDP,60506,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:40:37,wlan0,,193.137.137.204,224.0.0.1,UDP,62730,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:40:50,eth0,,0332:3534:0233:3603:3136:3803:3139:3207,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,62730,NA,United States,Fairfield,-73.2637,41.1412
Feb2013:40:58,wlan0,,193.137.137.204,224.0.0.1,UDP,54565,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:41:20,wlan0,,193.137.137.204,224.0.0.1,UDP,62618,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:41:41,wlan0,,193.137.137.204,224.0.0.1,UDP,64697,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:42:02,wlan0,,193.137.137.204,224.0.0.1,UDP,55344,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:42:23,wlan0,,193.137.137.204,224.0.0.1,UDP,59839,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:42:38,wlan0,,193.137.137.204,224.0.0.1,UDP,58510,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:42:55,eth0,,0332:3534:0233:3603:3136:3803:3139:3207,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,58510,NA,United States,Fairfield,-73.2637,41.1412
Feb2013:42:59,wlan0,,193.137.137.204,224.0.0.1,UDP,63501,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:43:20,wlan0,,193.137.137.204,224.0.0.1,UDP,61932,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:43:41,wlan0,,193.137.137.204,224.0.0.1,UDP,54200,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:44:03,wlan0,,193.137.137.204,224.0.0.1,UDP,56917,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:44:17,wlan0,,193.137.137.204,224.0.0.1,UDP,51920,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:44:38,wlan0,,193.137.137.204,224.0.0.1,UDP,54311,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:44:59,wlan0,,193.137.137.204,224.0.0.1,UDP,49824,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:45:00,eth0,,0564:6169:7379:0675:0100:0000:0000:0000,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,49824,EU,Russian Federation,Vladivostok,131.90109999999999,43.12809999999999
Feb2013:45:21,wlan0,,193.137.137.204,224.0.0.1,UDP,52913,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:45:42,wlan0,,193.137.137.204,224.0.0.1,UDP,61889,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:46:03,wlan0,,193.137.137.204,224.0.0.1,UDP,51432,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:46:17,wlan0,,193.137.137.204,224.0.0.1,UDP,54985,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:46:38,wlan0,,193.137.137.204,224.0.0.1,UDP,53087,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:47:00,wlan0,,193.137.137.204,224.0.0.1,UDP,49307,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:47:05,eth0,,14e9:14e9:0035:67d5:0180:c200:0000:04fe,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,49307,NA,United States,Falls Church,-77.1922,38.864000000000004
Feb2013:47:21,wlan0,,193.137.137.204,224.0.0.1,UDP,56721,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:47:42,wlan0,,193.137.137.204,224.0.0.1,UDP,54770,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:48:04,wlan0,,193.137.137.204,224.0.0.1,UDP,49236,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:48:18,wlan0,,193.137.137.204,224.0.0.1,UDP,51611,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:48:39,wlan0,,193.137.137.204,224.0.0.1,UDP,60692,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:49:00,wlan0,,193.137.137.204,224.0.0.1,UDP,55130,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:49:10,eth0,,0100:0000:0600:0000:067b:9482:56e9:0009,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,55130,OC,Australia,,133.0,-27.0
Feb2013:49:22,wlan0,,193.137.137.204,224.0.0.1,UDP,55971,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:49:43,wlan0,,193.137.137.204,224.0.0.1,UDP,53778,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:49:57,wlan0,,193.137.137.204,224.0.0.1,UDP,52365,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:50:18,wlan0,,193.137.137.204,224.0.0.1,UDP,57905,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:50:39,wlan0,,193.137.137.204,224.0.0.1,UDP,52962,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:51:01,wlan0,,193.137.137.204,224.0.0.1,UDP,57522,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:51:15,eth0,,0100:0000:0600:0000:ffff:ffff:ffff:0009,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,57522,OC,Australia,,133.0,-27.0
Feb2013:51:22,wlan0,,193.137.137.204,224.0.0.1,UDP,55668,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:51:43,wlan0,,193.137.137.204,224.0.0.1,UDP,52413,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:51:58,wlan0,,193.137.137.204,224.0.0.1,UDP,56788,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:52:20,wlan0,,193.137.137.204,224.0.0.1,UDP,64817,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:52:41,wlan0,,193.137.137.204,224.0.0.1,UDP,53128,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:53:02,wlan0,,193.137.137.204,224.0.0.1,UDP,54161,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:53:20,eth0,,0101:080a:121b:1298:0180:c200:0000:04fe,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,54161,AS,China,,105.0,35.0
Feb2013:53:38,wlan0,,193.137.137.204,224.0.0.1,UDP,58358,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:53:59,wlan0,,193.137.137.204,224.0.0.1,UDP,49474,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:54:20,wlan0,,193.137.137.204,224.0.0.1,UDP,51199,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:54:41,wlan0,,193.137.137.204,224.0.0.1,UDP,54625,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:55:03,wlan0,,193.137.137.204,224.0.0.1,UDP,49936,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:55:17,wlan0,,193.137.137.204,224.0.0.1,UDP,57910,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:55:25,eth0,,0100:0000:0600:0000:0100:0000:0000:0000,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,57910,OC,Australia,,133.0,-27.0
Feb2013:55:38,wlan0,,193.137.137.204,224.0.0.1,UDP,56526,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:55:59,wlan0,,193.137.137.204,224.0.0.1,UDP,64294,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:56:21,wlan0,,193.137.137.204,224.0.0.1,UDP,54585,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:56:42,wlan0,,193.137.137.204,224.0.0.1,UDP,63642,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:57:03,wlan0,,193.137.137.204,224.0.0.1,UDP,61999,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:57:17,wlan0,,193.137.137.204,224.0.0.1,UDP,64158,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:57:30,eth0,,0100:0000:0600:0000:6aaf:584f:263c:0009,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,64158,OC,Australia,,133.0,-27.0
Feb2013:57:39,wlan0,,193.137.137.204,224.0.0.1,UDP,55164,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:58:00,wlan0,,193.137.137.204,224.0.0.1,UDP,58381,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:58:21,wlan0,,193.137.137.204,224.0.0.1,UDP,50949,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:58:42,wlan0,,193.137.137.204,224.0.0.1,UDP,57351,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:59:04,wlan0,,193.137.137.204,224.0.0.1,UDP,52292,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:59:18,wlan0,,193.137.137.204,224.0.0.1,UDP,50226,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2013:59:35,eth0,,0564:6169:7379:0675:ffff:ffff:ffff:0026,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,50226,EU,Russian Federation,Vladivostok,131.90109999999999,43.12809999999999
Feb2013:59:39,wlan0,,193.137.137.204,224.0.0.1,UDP,52074,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:00:00,wlan0,,193.137.137.204,224.0.0.1,UDP,53234,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:00:22,wlan0,,193.137.137.204,224.0.0.1,UDP,50665,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:00:43,wlan0,,193.137.137.204,224.0.0.1,UDP,52474,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:00:57,wlan0,,193.137.137.204,224.0.0.1,UDP,64103,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:01:18,wlan0,,193.137.137.204,224.0.0.1,UDP,52495,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:01:39,wlan0,,193.137.137.204,224.0.0.1,UDP,61711,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:01:40,eth0,,0100:0000:0600:0000:e0db:0100:0000:0000,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,61711,OC,Australia,,133.0,-27.0
Feb2014:02:01,wlan0,,193.137.137.204,224.0.0.1,UDP,62305,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:02:22,wlan0,,193.137.137.204,224.0.0.1,UDP,64205,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:02:43,wlan0,,193.137.137.204,224.0.0.1,UDP,63617,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:02:57,wlan0,,193.137.137.204,224.0.0.1,UDP,57175,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:03:19,wlan0,,193.137.137.204,224.0.0.1,UDP,61230,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:03:40,wlan0,,193.137.137.204,224.0.0.1,UDP,50456,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:04:01,wlan0,,193.137.137.204,224.0.0.1,UDP,53712,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:04:22,wlan0,,193.137.137.204,224.0.0.1,UDP,50669,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:04:44,wlan0,,193.137.137.204,224.0.0.1,UDP,50915,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:04:58,wlan0,,193.137.137.204,224.0.0.1,UDP,59848,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:05:19,wlan0,,193.137.137.204,224.0.0.1,UDP,52424,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:05:40,wlan0,,193.137.137.204,224.0.0.1,UDP,58727,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:05:50,eth0,,0100:0000:0600:0000:0100:0000:0000:0000,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,58727,OC,Australia,,133.0,-27.0
Feb2014:06:02,wlan0,,193.137.137.204,224.0.0.1,UDP,62078,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:06:23,wlan0,,193.137.137.204,224.0.0.1,UDP,62135,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:06:37,wlan0,,193.137.137.204,224.0.0.1,UDP,59962,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:06:58,wlan0,,193.137.137.204,224.0.0.1,UDP,53257,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:07:20,wlan0,,193.137.137.204,224.0.0.1,UDP,52562,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:07:41,wlan0,,193.137.137.204,224.0.0.1,UDP,55900,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:07:55,eth0,,0100:0000:0600:0000:0100:0000:0000:0000,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,55900,OC,Australia,,133.0,-27.0
Feb2014:08:02,wlan0,,193.137.137.204,224.0.0.1,UDP,58654,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:08:23,wlan0,,193.137.137.204,224.0.0.1,UDP,65217,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:08:37,wlan0,,193.137.137.204,224.0.0.1,UDP,50087,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:08:59,wlan0,,193.137.137.204,224.0.0.1,UDP,62296,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:09:20,wlan0,,193.137.137.204,224.0.0.1,UDP,60297,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:09:41,wlan0,,193.137.137.204,224.0.0.1,UDP,50729,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:10:17,wlan0,,193.137.137.204,224.0.0.1,UDP,51044,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:10:38,wlan0,,193.137.137.204,224.0.0.1,UDP,64088,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:10:59,wlan0,,193.137.137.204,224.0.0.1,UDP,53043,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:11:20,wlan0,,193.137.137.204,224.0.0.1,UDP,56352,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:11:42,wlan0,,193.137.137.204,224.0.0.1,UDP,62465,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:12:03,wlan0,,193.137.137.204,224.0.0.1,UDP,62674,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:12:17,wlan0,,193.137.137.204,224.0.0.1,UDP,62784,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:12:38,wlan0,,193.137.137.204,224.0.0.1,UDP,54771,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:13:00,wlan0,,193.137.137.204,224.0.0.1,UDP,60942,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:13:21,wlan0,,193.137.137.204,224.0.0.1,UDP,58891,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:13:42,wlan0,,193.137.137.204,224.0.0.1,UDP,59680,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:14:03,wlan0,,193.137.137.204,224.0.0.1,UDP,61412,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:14:10,eth0,,3631:3336:3935:3839:3a33:3736:3330:3638,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,61412,NA,United States,Woodbridge,-74.2915,40.55250000000001
Feb2014:14:18,wlan0,,193.137.137.204,224.0.0.1,UDP,63414,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:14:39,wlan0,,193.137.137.204,224.0.0.1,UDP,50913,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:15:00,wlan0,,193.137.137.204,224.0.0.1,UDP,62841,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:15:21,wlan0,,193.137.137.204,224.0.0.1,UDP,59177,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:15:43,wlan0,,193.137.137.204,224.0.0.1,UDP,57488,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:16:04,wlan0,,193.137.137.204,224.0.0.1,UDP,61326,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:16:15,eth0,,0332:3534:0233:3603:0100:0000:0000:0000,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,61326,NA,United States,Fairfield,-73.2637,41.1412
Feb2014:16:18,wlan0,,193.137.137.204,224.0.0.1,UDP,61391,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:16:39,wlan0,,193.137.137.204,224.0.0.1,UDP,52840,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:17:00,wlan0,,193.137.137.204,224.0.0.1,UDP,58185,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:17:22,wlan0,,193.137.137.204,224.0.0.1,UDP,51043,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:17:43,wlan0,,193.137.137.204,224.0.0.1,UDP,59275,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:18:04,wlan0,,193.137.137.204,224.0.0.1,UDP,57743,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:18:18,wlan0,,193.137.137.204,224.0.0.1,UDP,52166,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:18:20,eth0,,0564:6169:7379:0675:0100:0ccc:cccc:04fe,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,52166,EU,Russian Federation,Vladivostok,131.90109999999999,43.12809999999999
Feb2014:18:40,wlan0,,193.137.137.204,224.0.0.1,UDP,60040,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:19:01,wlan0,,193.137.137.204,224.0.0.1,UDP,53290,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:19:22,wlan0,,193.137.137.204,224.0.0.1,UDP,51729,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:19:43,wlan0,,193.137.137.204,224.0.0.1,UDP,60551,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:19:58,wlan0,,193.137.137.204,224.0.0.1,UDP,59995,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:20:19,wlan0,,193.137.137.204,224.0.0.1,UDP,54355,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:20:25,eth0,,0564:6169:7379:0675:6275:6e74:7503:636f,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,54355,EU,Russian Federation,Vladivostok,131.90109999999999,43.12809999999999
Feb2014:20:40,wlan0,,193.137.137.204,224.0.0.1,UDP,64243,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:21:01,wlan0,,193.137.137.204,224.0.0.1,UDP,60844,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:21:23,wlan0,,193.137.137.204,224.0.0.1,UDP,64576,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:21:37,wlan0,,193.137.137.204,224.0.0.1,UDP,57363,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:21:58,wlan0,,193.137.137.204,224.0.0.1,UDP,57643,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:22:19,wlan0,,193.137.137.204,224.0.0.1,UDP,53091,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:22:30,eth0,,0332:3534:0233:3603:0100:0000:0000:0000,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,53091,NA,United States,Fairfield,-73.2637,41.1412
Feb2014:22:41,wlan0,,193.137.137.204,224.0.0.1,UDP,63586,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:23:02,wlan0,,193.137.137.204,224.0.0.1,UDP,55822,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:23:23,wlan0,,193.137.137.204,224.0.0.1,UDP,54490,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:23:37,wlan0,,193.137.137.204,224.0.0.1,UDP,51139,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:23:59,wlan0,,193.137.137.204,224.0.0.1,UDP,64166,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:24:20,wlan0,,193.137.137.204,224.0.0.1,UDP,53782,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:24:35,eth0,,0564:6169:7379:0675:0100:0000:0000:0000,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,53782,EU,Russian Federation,Vladivostok,131.90109999999999,43.12809999999999
Feb2014:24:41,wlan0,,193.137.137.204,224.0.0.1,UDP,65137,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:25:02,wlan0,,193.137.137.204,224.0.0.1,UDP,49763,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:25:24,wlan0,,193.137.137.204,224.0.0.1,UDP,56503,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:25:38,wlan0,,193.137.137.204,224.0.0.1,UDP,61822,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:25:59,wlan0,,193.137.137.204,224.0.0.1,UDP,60856,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:26:20,wlan0,,193.137.137.204,224.0.0.1,UDP,53521,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:26:40,eth0,,0564:6169:7379:0675:b284:8ea4:9886:0009,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,53521,EU,Russian Federation,Vladivostok,131.90109999999999,43.12809999999999
Feb2014:27:03,wlan0,,193.137.137.204,224.0.0.1,UDP,57494,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:27:17,wlan0,,193.137.137.204,224.0.0.1,UDP,51652,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:27:38,wlan0,,193.137.137.204,224.0.0.1,UDP,53531,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:28:00,wlan0,,193.137.137.204,224.0.0.1,UDP,57586,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:28:21,wlan0,,193.137.137.204,224.0.0.1,UDP,59201,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:28:42,wlan0,,193.137.137.204,224.0.0.1,UDP,58475,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:28:45,eth0,,14e9:14e9:0035:67d5:0000:0000:0001:0000,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,58475,NA,United States,Falls Church,-77.1922,38.864000000000004
Feb2014:29:03,wlan0,,193.137.137.204,224.0.0.1,UDP,50826,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:29:17,wlan0,,193.137.137.204,224.0.0.1,UDP,60353,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:29:39,wlan0,,193.137.137.204,224.0.0.1,UDP,64854,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:30:00,wlan0,,193.137.137.204,224.0.0.1,UDP,52837,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:30:21,wlan0,,193.137.137.204,224.0.0.1,UDP,64143,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:30:42,wlan0,,193.137.137.204,224.0.0.1,UDP,57234,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:30:50,eth0,,0332:3534:0233:3603:0100:0ccc:cccc:04fe,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,57234,NA,United States,Fairfield,-73.2637,41.1412
Feb2014:31:04,wlan0,,193.137.137.204,224.0.0.1,UDP,60616,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:31:18,wlan0,,193.137.137.204,224.0.0.1,UDP,63486,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:31:39,wlan0,,193.137.137.204,224.0.0.1,UDP,53174,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:32:00,wlan0,,193.137.137.204,224.0.0.1,UDP,50195,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:32:22,wlan0,,193.137.137.204,224.0.0.1,UDP,63821,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:32:43,wlan0,,193.137.137.204,224.0.0.1,UDP,51753,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:32:55,eth0,,0564:6169:7379:0675:ffff:ffff:ffff:0009,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,51753,EU,Russian Federation,Vladivostok,131.90109999999999,43.12809999999999
Feb2014:32:57,wlan0,,193.137.137.204,224.0.0.1,UDP,49394,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:33:18,wlan0,,193.137.137.204,224.0.0.1,UDP,50003,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:33:40,wlan0,,193.137.137.204,224.0.0.1,UDP,51434,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:34:01,wlan0,,193.137.137.204,224.0.0.1,UDP,52531,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:34:22,wlan0,,193.137.137.204,224.0.0.1,UDP,52928,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:35:00,eth0,,3631:3337:3037:3039:0100:0000:0000:0000,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,52928,NA,United States,Woodbridge,-74.2915,40.55250000000001
Feb2014:47:06,wlan0,,193.137.137.204,224.0.0.1,UDP,59170,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:47:13,wlan0,,193.137.137.204,224.0.0.1,UDP,51976,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:47:20,wlan0,,193.137.137.204,224.0.0.1,UDP,57225,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:47:27,wlan0,,193.137.137.204,224.0.0.1,UDP,58417,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:47:42,wlan0,,193.137.137.204,224.0.0.1,UDP,54740,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:48:01,wlan0,,193.137.137.204,224.0.0.1,UDP,65178,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:48:08,wlan0,,193.137.137.204,224.0.0.1,UDP,51817,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:48:15,wlan0,,193.137.137.204,224.0.0.1,UDP,55034,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:48:20,wlan0,,193.137.138.170,224.0.0.1,UDP,52900,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
Feb2014:48:22,wlan0,,193.137.137.204,224.0.0.1,UDP,59502,EU,Portugal,Beja,-7.863200000000006,38.01509999999999
